accident_id,location_id,location_name,latitude,longitude,accident_date,accident_time,day_of_week,weather_condition,road_type,traffic_density,vehicle_type,accident_severity,num_casualties
2715,41,Anandpuri,23.387,85.305,2025-11-12,09:38:00,Wednesday,Clear,Residential Road,High,Two-Wheeler,Serious,2
2768,41,Anandpuri,23.387,85.305,2023-09-20,09:02:00,Wednesday,Rainy,Chowk/Intersection,High,Bus,Minor,1
2842,41,Anandpuri,23.387,85.305,2025-04-06,11:40:00,Sunday,Rainy,Main Road,Low,Two-Wheeler,Serious,1
2878,41,Anandpuri,23.387,85.305,2022-02-28,08:32:00,Monday,Clear,Highway,Low,Auto-Rickshaw,Fatal,1
2896,41,Anandpuri,23.387,85.305,2024-02-27,18:06:00,Tuesday,Clear,Main Road,Medium,Two-Wheeler,Serious,1
2909,41,Anandpuri,23.387,85.305,2025-02-06,18:19:00,Thursday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
2926,41,Anandpuri,23.387,85.305,2023-04-15,11:03:00,Saturday,Clear,Main Road,Medium,Two-Wheeler,Minor,0
2930,41,Anandpuri,23.387,85.305,2024-12-29,19:36:00,Sunday,Rainy,Main Road,High,Truck,Minor,1
2935,41,Anandpuri,23.387,85.305,2022-06-26,20:51:00,Sunday,Foggy,Chowk/Intersection,High,Car,Minor,0
2954,41,Anandpuri,23.387,85.305,2025-09-27,09:21:00,Saturday,Clear,Highway,Medium,Two-Wheeler,Minor,1
2970,41,Anandpuri,23.387,85.305,2025-11-02,19:06:00,Sunday,Clear,Main Road,High,Car,Minor,1
2974,41,Anandpuri,23.387,85.305,2023-02-28,16:07:00,Tuesday,Clear,Highway,High,Car,Fatal,2
3102,41,Anandpuri,23.387,85.305,2024-10-10,09:54:00,Thursday,Clear,Chowk/Intersection,Low,Truck,Serious,1
3103,41,Anandpuri,23.387,85.305,2025-08-03,07:20:00,Sunday,Clear,Chowk/Intersection,Medium,Car,Serious,2
3120,41,Anandpuri,23.387,85.305,2022-06-16,18:09:00,Thursday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0
3140,41,Anandpuri,23.387,85.305,2024-12-10,19:02:00,Tuesday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
3177,41,Anandpuri,23.387,85.305,2025-12-26,17:29:00,Friday,Clear,Residential Road,High,Bus,Fatal,1
3209,41,Anandpuri,23.387,85.305,2024-10-11,08:43:00,Friday,Clear,Highway,High,Auto-Rickshaw,Serious,2
3265,41,Anandpuri,23.387,85.305,2025-01-05,18:20:00,Sunday,Clear,Chowk/Intersection,Low,Car,Minor,1
3305,41,Anandpuri,23.387,85.305,2023-06-16,09:21:00,Friday,Clear,Chowk/Intersection,Medium,Truck,Minor,1
3356,41,Anandpuri,23.387,85.305,2021-05-08,18:51:00,Saturday,Rainy,Main Road,Medium,Two-Wheeler,Minor,1
3405,41,Anandpuri,23.387,85.305,2025-05-06,18:25:00,Tuesday,Clear,Highway,Low,Car,Serious,1
3409,41,Anandpuri,23.387,85.305,2021-04-27,10:46:00,Tuesday,Foggy,Main Road,Low,Truck,Serious,1
3467,41,Anandpuri,23.387,85.305,2025-01-06,18:05:00,Monday,Foggy,Main Road,Medium,Car,Minor,1
3553,41,Anandpuri,23.387,85.305,2025-12-21,20:44:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
3560,41,Anandpuri,23.387,85.305,2023-03-08,08:58:00,Wednesday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0
3571,41,Anandpuri,23.387,85.305,2021-04-01,20:15:00,Thursday,Rainy,Highway,Medium,Two-Wheeler,Fatal,1
3575,41,Anandpuri,23.387,85.305,2025-07-27,13:20:00,Sunday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
3586,41,Anandpuri,23.387,85.305,2025-04-11,09:36:00,Friday,Stormy,Main Road,Low,Bus,Serious,1
3600,41,Anandpuri,23.387,85.305,2025-06-12,08:33:00,Thursday,Rainy,Chowk/Intersection,High,Truck,Serious,1
3650,41,Anandpuri,23.387,85.305,2022-02-26,18:19:00,Saturday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
3662,41,Anandpuri,23.387,85.305,2024-04-04,15:13:00,Thursday,Clear,Residential Road,High,Car,Minor,0
3688,41,Anandpuri,23.387,85.305,2022-09-18,08:11:00,Sunday,Clear,Chowk/Intersection,Medium,Car,Minor,1
3716,41,Anandpuri,23.387,85.305,2021-02-13,11:31:00,Saturday,Clear,Main Road,Medium,Car,Minor,0
3722,41,Anandpuri,23.387,85.305,2023-04-07,19:30:00,Friday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Serious,2
3727,41,Anandpuri,23.387,85.305,2021-01-19,06:44:00,Tuesday,Stormy,Main Road,Medium,Two-Wheeler,Serious,3
3776,41,Anandpuri,23.387,85.305,2025-04-15,11:32:00,Tuesday,Rainy,Chowk/Intersection,Medium,Auto-Rickshaw,Serious,3
3794,41,Anandpuri,23.387,85.305,2022-07-13,20:10:00,Wednesday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,1
3808,41,Anandpuri,23.387,85.305,2023-09-08,19:16:00,Friday,Foggy,Main Road,Medium,Truck,Minor,1
3821,41,Anandpuri,23.387,85.305,2021-02-08,18:22:00,Monday,Clear,Main Road,High,Auto-Rickshaw,Serious,2
3874,41,Anandpuri,23.387,85.305,2022-05-04,08:39:00,Wednesday,Rainy,Residential Road,High,Car,Serious,2
3909,41,Anandpuri,23.387,85.305,2022-01-24,07:04:00,Monday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Minor,0
3929,41,Anandpuri,23.387,85.305,2023-03-16,07:05:00,Thursday,Stormy,Main Road,Low,Truck,Serious,3
4075,41,Anandpuri,23.387,85.305,2021-02-19,06:32:00,Friday,Clear,Main Road,Medium,Car,Serious,1
4115,41,Anandpuri,23.387,85.305,2021-01-14,10:17:00,Thursday,Clear,Residential Road,High,Two-Wheeler,Minor,0
4121,41,Anandpuri,23.387,85.305,2021-04-06,18:08:00,Tuesday,Rainy,Chowk/Intersection,High,Auto-Rickshaw,Minor,0
4160,41,Anandpuri,23.387,85.305,2022-08-14,06:06:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,1
4167,41,Anandpuri,23.387,85.305,2024-11-11,17:09:00,Monday,Clear,Residential Road,Low,Car,Serious,3
4178,41,Anandpuri,23.387,85.305,2023-11-20,18:27:00,Monday,Clear,Main Road,Medium,Two-Wheeler,Minor,1
4193,41,Anandpuri,23.387,85.305,2023-01-11,18:09:00,Wednesday,Stormy,Chowk/Intersection,Low,Two-Wheeler,Serious,1
4259,41,Anandpuri,23.387,85.305,2021-07-17,06:36:00,Saturday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
4357,41,Anandpuri,23.387,85.305,2023-01-29,09:55:00,Sunday,Foggy,Chowk/Intersection,High,Car,Minor,0
4377,41,Anandpuri,23.387,85.305,2023-11-06,19:26:00,Monday,Clear,Highway,Medium,Two-Wheeler,Minor,0
4462,41,Anandpuri,23.387,85.305,2024-08-22,11:42:00,Thursday,Foggy,Main Road,High,Two-Wheeler,Fatal,2
4491,41,Anandpuri,23.387,85.305,2025-07-17,08:56:00,Thursday,Clear,Highway,Low,Two-Wheeler,Fatal,2
4534,41,Anandpuri,23.387,85.305,2024-02-19,17:13:00,Monday,Clear,Highway,Low,Car,Minor,1
4588,41,Anandpuri,23.387,85.305,2024-02-01,18:23:00,Thursday,Clear,Main Road,High,Car,Minor,0
4608,41,Anandpuri,23.387,85.305,2024-05-16,09:46:00,Thursday,Foggy,Chowk/Intersection,Medium,Car,Minor,0
4619,41,Anandpuri,23.387,85.305,2021-01-10,17:09:00,Sunday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
4627,41,Anandpuri,23.387,85.305,2024-10-03,18:23:00,Thursday,Foggy,Highway,Medium,Two-Wheeler,Fatal,1
4681,41,Anandpuri,23.387,85.305,2023-04-25,18:31:00,Tuesday,Clear,Highway,Low,Auto-Rickshaw,Minor,0
4704,41,Anandpuri,23.387,85.305,2024-01-03,09:23:00,Wednesday,Clear,Main Road,Low,Car,Minor,0
4750,41,Anandpuri,23.387,85.305,2023-01-16,20:28:00,Monday,Clear,Highway,Low,Car,Minor,0
4783,41,Anandpuri,23.387,85.305,2023-09-25,09:10:00,Monday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0
4798,41,Anandpuri,23.387,85.305,2025-05-24,08:29:00,Saturday,Rainy,Residential Road,Low,Two-Wheeler,Minor,0
4799,41,Anandpuri,23.387,85.305,2023-10-13,10:27:00,Friday,Clear,Chowk/Intersection,Medium,Truck,Minor,0
4812,41,Anandpuri,23.387,85.305,2021-09-29,18:40:00,Wednesday,Clear,Main Road,Medium,Two-Wheeler,Minor,1
4814,41,Anandpuri,23.387,85.305,2021-12-19,17:28:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
4846,41,Anandpuri,23.387,85.305,2024-06-15,07:14:00,Saturday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
4903,41,Anandpuri,23.387,85.305,2024-05-31,09:27:00,Friday,Clear,Highway,Low,Two-Wheeler,Serious,3
4918,41,Anandpuri,23.387,85.305,2024-11-12,10:07:00,Tuesday,Clear,Residential Road,Low,Auto-Rickshaw,Fatal,1
4959,41,Anandpuri,23.387,85.305,2024-07-02,18:08:00,Tuesday,Clear,Chowk/Intersection,Low,Bus,Minor,1
4971,41,Anandpuri,23.387,85.305,2022-09-26,16:00:00,Monday,Clear,Residential Road,High,Two-Wheeler,Serious,2
4993,41,Anandpuri,23.387,85.305,2022-06-06,16:30:00,Monday,Clear,Residential Road,Low,Two-Wheeler,Minor,0
5038,41,Anandpuri,23.387,85.305,2024-12-19,10:56:00,Thursday,Clear,Chowk/Intersection,High,Car,Serious,2
5083,41,Anandpuri,23.387,85.305,2023-12-21,17:58:00,Thursday,Rainy,Main Road,Medium,Car,Serious,2
5089,41,Anandpuri,23.387,85.305,2023-08-11,18:49:00,Friday,Rainy,Main Road,Medium,Bus,Minor,1
5104,41,Anandpuri,23.387,85.305,2022-07-21,09:14:00,Thursday,Clear,Highway,High,Two-Wheeler,Minor,0
5160,41,Anandpuri,23.387,85.305,2023-09-12,17:17:00,Tuesday,Clear,Residential Road,Low,Two-Wheeler,Serious,3
5170,41,Anandpuri,23.387,85.305,2022-04-30,16:51:00,Saturday,Clear,Chowk/Intersection,High,Car,Serious,2
5208,41,Anandpuri,23.387,85.305,2025-04-28,08:13:00,Monday,Clear,Residential Road,High,Car,Minor,0
5227,41,Anandpuri,23.387,85.305,2022-04-04,09:13:00,Monday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,1
5239,41,Anandpuri,23.387,85.305,2021-02-23,09:28:00,Tuesday,Rainy,Main Road,Medium,Car,Serious,1
5270,41,Anandpuri,23.387,85.305,2022-12-28,10:51:00,Wednesday,Foggy,Residential Road,High,Two-Wheeler,Serious,1
5337,41,Anandpuri,23.387,85.305,2024-04-17,07:59:00,Wednesday,Rainy,Main Road,Low,Bus,Fatal,1
5371,41,Anandpuri,23.387,85.305,2021-11-27,08:57:00,Saturday,Clear,Main Road,High,Two-Wheeler,Serious,2
5397,41,Anandpuri,23.387,85.305,2022-12-07,16:48:00,Wednesday,Clear,Highway,Medium,Bus,Serious,2
5403,41,Anandpuri,23.387,85.305,2023-12-16,09:06:00,Saturday,Clear,Highway,Medium,Two-Wheeler,Serious,3
5407,41,Anandpuri,23.387,85.305,2024-04-25,19:07:00,Thursday,Clear,Residential Road,Medium,Two-Wheeler,Serious,2
5451,41,Anandpuri,23.387,85.305,2024-02-24,17:00:00,Saturday,Clear,Chowk/Intersection,High,Bus,Minor,1
5453,41,Anandpuri,23.387,85.305,2023-10-29,10:11:00,Sunday,Clear,Chowk/Intersection,Medium,Car,Serious,1
5456,41,Anandpuri,23.387,85.305,2024-08-04,08:15:00,Sunday,Clear,Main Road,Medium,Two-Wheeler,Minor,1
5469,41,Anandpuri,23.387,85.305,2024-01-30,19:32:00,Tuesday,Clear,Highway,High,Two-Wheeler,Minor,0
5477,41,Anandpuri,23.387,85.305,2021-08-26,08:25:00,Thursday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Fatal,3
5487,41,Anandpuri,23.387,85.305,2023-12-15,07:21:00,Friday,Rainy,Chowk/Intersection,Medium,Bus,Minor,0
5491,41,Anandpuri,23.387,85.305,2025-08-30,07:39:00,Saturday,Foggy,Main Road,Medium,Two-Wheeler,Serious,1
5506,41,Anandpuri,23.387,85.305,2022-12-05,19:30:00,Monday,Clear,Main Road,Medium,Two-Wheeler,Serious,2
5554,41,Anandpuri,23.387,85.305,2023-03-07,08:57:00,Tuesday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Minor,1
5559,41,Anandpuri,23.387,85.305,2022-01-18,18:33:00,Tuesday,Clear,Residential Road,High,Two-Wheeler,Minor,1
5595,41,Anandpuri,23.387,85.305,2023-06-09,16:50:00,Friday,Foggy,Highway,Low,Two-Wheeler,Fatal,2
5653,41,Anandpuri,23.387,85.305,2022-05-03,16:24:00,Tuesday,Clear,Chowk/Intersection,Medium,Truck,Serious,1
5676,41,Anandpuri,23.387,85.305,2024-02-06,17:33:00,Tuesday,Clear,Residential Road,Medium,Two-Wheeler,Serious,1
5852,41,Anandpuri,23.387,85.305,2025-05-01,18:04:00,Thursday,Clear,Residential Road,High,Truck,Minor,0
5874,41,Anandpuri,23.387,85.305,2025-02-14,09:33:00,Friday,Clear,Residential Road,Low,Two-Wheeler,Serious,1
5892,41,Anandpuri,23.387,85.305,2021-05-03,19:25:00,Monday,Clear,Residential Road,High,Two-Wheeler,Minor,0
5908,41,Anandpuri,23.387,85.305,2023-03-29,16:40:00,Wednesday,Clear,Residential Road,Low,Car,Serious,3
5920,41,Anandpuri,23.387,85.305,2024-02-01,04:30:00,Thursday,Clear,Highway,Medium,Two-Wheeler,Fatal,2
5952,41,Anandpuri,23.387,85.305,2021-10-11,19:13:00,Monday,Rainy,Main Road,Medium,Two-Wheeler,Fatal,3
6002,41,Anandpuri,23.387,85.305,2025-10-27,15:49:00,Monday,Clear,Main Road,Medium,Two-Wheeler,Minor,0
6006,41,Anandpuri,23.387,85.305,2024-04-08,10:58:00,Monday,Clear,Chowk/Intersection,High,Car,Minor,1
6027,41,Anandpuri,23.387,85.305,2024-02-05,08:19:00,Monday,Clear,Chowk/Intersection,High,Truck,Minor,0
6043,41,Anandpuri,23.387,85.305,2023-11-24,17:57:00,Friday,Clear,Main Road,Medium,Bus,Fatal,2
6078,41,Anandpuri,23.387,85.305,2022-10-01,09:24:00,Saturday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
6150,41,Anandpuri,23.387,85.305,2025-12-02,09:21:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
6202,41,Anandpuri,23.387,85.305,2023-02-24,17:30:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
6247,41,Anandpuri,23.387,85.305,2024-10-09,16:22:00,Wednesday,Clear,Main Road,Low,Auto-Rickshaw,Minor,0
6370,41,Anandpuri,23.387,85.305,2023-08-11,10:44:00,Friday,Clear,Chowk/Intersection,Medium,Truck,Minor,0
6374,41,Anandpuri,23.387,85.305,2023-01-29,20:44:00,Sunday,Clear,Highway,High,Car,Fatal,1
6400,41,Anandpuri,23.387,85.305,2025-02-09,09:26:00,Sunday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
6422,41,Anandpuri,23.387,85.305,2024-02-08,11:40:00,Thursday,Clear,Main Road,Low,Two-Wheeler,Fatal,2
6431,41,Anandpuri,23.387,85.305,2025-06-20,17:37:00,Friday,Rainy,Main Road,High,Two-Wheeler,Minor,0
6487,41,Anandpuri,23.387,85.305,2021-12-14,09:49:00,Tuesday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
6490,41,Anandpuri,23.387,85.305,2023-11-01,07:28:00,Wednesday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Fatal,1
6504,41,Anandpuri,23.387,85.305,2023-12-01,09:45:00,Friday,Clear,Chowk/Intersection,High,Bus,Serious,2
6526,41,Anandpuri,23.387,85.305,2022-01-27,17:19:00,Thursday,Rainy,Main Road,Medium,Car,Serious,1
6543,41,Anandpuri,23.387,85.305,2021-06-26,07:46:00,Saturday,Clear,Highway,High,Truck,Serious,1
6560,41,Anandpuri,23.387,85.305,2021-10-23,09:33:00,Saturday,Rainy,Highway,High,Two-Wheeler,Serious,2
6572,41,Anandpuri,23.387,85.305,2023-06-21,08:28:00,Wednesday,Clear,Highway,Medium,Two-Wheeler,Minor,1
6595,41,Anandpuri,23.387,85.305,2025-12-20,08:21:00,Saturday,Clear,Residential Road,Medium,Bus,Minor,0
6694,41,Anandpuri,23.387,85.305,2021-12-10,10:04:00,Friday,Clear,Chowk/Intersection,High,Truck,Fatal,2
6814,41,Anandpuri,23.387,85.305,2025-10-22,19:21:00,Wednesday,Rainy,Highway,Medium,Car,Fatal,4
6865,41,Anandpuri,23.387,85.305,2025-06-04,10:24:00,Wednesday,Clear,Main Road,Medium,Car,Serious,2
6879,41,Anandpuri,23.387,85.305,2021-05-09,18:02:00,Sunday,Clear,Residential Road,Medium,Car,Serious,1
6938,41,Anandpuri,23.387,85.305,2022-11-11,09:14:00,Friday,Clear,Main Road,Medium,Bus,Serious,1
6942,41,Anandpuri,23.387,85.305,2024-07-26,07:49:00,Friday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Serious,2
7022,41,Anandpuri,23.387,85.305,2021-11-28,09:42:00,Sunday,Foggy,Main Road,High,Car,Minor,1
7103,41,Anandpuri,23.387,85.305,2024-12-16,09:11:00,Monday,Clear,Chowk/Intersection,High,Two-Wheeler,Fatal,1
7173,41,Anandpuri,23.387,85.305,2025-04-19,10:37:00,Saturday,Clear,Main Road,High,Two-Wheeler,Minor,0
7181,41,Anandpuri,23.387,85.305,2025-09-20,16:13:00,Saturday,Rainy,Chowk/Intersection,Low,Car,Minor,0
7241,41,Anandpuri,23.387,85.305,2023-01-03,17:15:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
7246,41,Anandpuri,23.387,85.305,2021-01-15,15:42:00,Friday,Clear,Main Road,High,Two-Wheeler,Minor,1
7256,41,Anandpuri,23.387,85.305,2022-03-04,16:03:00,Friday,Clear,Main Road,Medium,Two-Wheeler,Serious,1
7342,41,Anandpuri,23.387,85.305,2023-01-18,18:36:00,Wednesday,Clear,Main Road,Low,Car,Fatal,1
7402,41,Anandpuri,23.387,85.305,2022-09-14,07:43:00,Wednesday,Clear,Highway,High,Car,Minor,1
7450,41,Anandpuri,23.387,85.305,2021-05-16,17:42:00,Sunday,Rainy,Highway,Medium,Car,Serious,2
7456,41,Anandpuri,23.387,85.305,2024-07-24,08:54:00,Wednesday,Clear,Chowk/Intersection,Low,Bus,Fatal,4
7468,41,Anandpuri,23.387,85.305,2021-11-19,08:46:00,Friday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0
7506,41,Anandpuri,23.387,85.305,2022-01-06,08:02:00,Thursday,Clear,Highway,Medium,Car,Serious,3
7516,41,Anandpuri,23.387,85.305,2022-07-07,13:35:00,Thursday,Clear,Highway,Medium,Two-Wheeler,Fatal,1
7541,41,Anandpuri,23.387,85.305,2024-05-06,08:31:00,Monday,Foggy,Chowk/Intersection,Medium,Bus,Minor,1
7557,41,Anandpuri,23.387,85.305,2025-03-24,07:41:00,Monday,Clear,Highway,Medium,Two-Wheeler,Fatal,1
7603,41,Anandpuri,23.387,85.305,2021-11-13,17:04:00,Saturday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
7662,41,Anandpuri,23.387,85.305,2025-10-16,16:51:00,Thursday,Rainy,Chowk/Intersection,High,Two-Wheeler,Serious,2
7680,41,Anandpuri,23.387,85.305,2025-06-08,18:00:00,Sunday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
7690,41,Anandpuri,23.387,85.305,2022-04-02,17:48:00,Saturday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1
7715,41,Anandpuri,23.387,85.305,2022-02-21,09:39:00,Monday,Rainy,Highway,Medium,Auto-Rickshaw,Serious,2
7753,41,Anandpuri,23.387,85.305,2022-11-02,20:37:00,Wednesday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0
7832,41,Anandpuri,23.387,85.305,2021-06-24,17:57:00,Thursday,Clear,Main Road,High,Car,Serious,2
7849,41,Anandpuri,23.387,85.305,2021-11-25,07:57:00,Thursday,Clear,Main Road,High,Truck,Minor,0
7868,41,Anandpuri,23.387,85.305,2021-05-19,08:01:00,Wednesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1
7896,41,Anandpuri,23.387,85.305,2021-09-14,20:40:00,Tuesday,Clear,Chowk/Intersection,Medium,Truck,Serious,2
7914,41,Anandpuri,23.387,85.305,2022-06-18,08:30:00,Saturday,Clear,Highway,Medium,Bus,Minor,0
7923,41,Anandpuri,23.387,85.305,2025-12-13,09:23:00,Saturday,Clear,Main Road,High,Car,Minor,0
7929,41,Anandpuri,23.387,85.305,2023-03-24,09:43:00,Friday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0
7936,41,Anandpuri,23.387,85.305,2024-10-21,08:44:00,Monday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,1
7955,41,Anandpuri,23.387,85.305,2025-09-21,17:36:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1
7978,41,Anandpuri,23.387,85.305,2025-11-05,08:31:00,Wednesday,Foggy,Chowk/Intersection,High,Car,Minor,0
25,42,Pundag,23.343891,85.272278,2024-10-23,15:08:00,Wednesday,Clear,Main Road,Low,Two-Wheeler,Minor,0
72,42,Pundag,23.343891,85.272278,2023-10-07,16:00:00,Saturday,Clear,Residential Road,Medium,Auto-Rickshaw,Serious,1
110,42,Pundag,23.343891,85.272278,2021-05-05,16:44:00,Wednesday,Rainy,Chowk/Intersection,Medium,Car,Serious,2
134,42,Pundag,23.343891,85.272278,2021-08-19,09:07:00,Thursday,Stormy,Chowk/Intersection,Medium,Two-Wheeler,Serious,2
215,42,Pundag,23.343891,85.272278,2022-06-18,17:17:00,Saturday,Clear,Chowk/Intersection,Low,Truck,Minor,1
230,42,Pundag,23.343891,85.272278,2024-05-21,17:41:00,Tuesday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0
274,42,Pundag,23.343891,85.272278,2024-11-26,16:23:00,Tuesday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,1
353,42,Pundag,23.343891,85.272278,2024-03-09,18:16:00,Saturday,Clear,Chowk/Intersection,High,Bus,Serious,1
389,42,Pundag,23.343891,85.272278,2025-02-13,18:46:00,Thursday,Clear,Chowk/Intersection,Medium,Car,Minor,0
434,42,Pundag,23.343891,85.272278,2023-12-01,18:10:00,Friday,Foggy,Chowk/Intersection,Low,Bus,Minor,0
444,42,Pundag,23.343891,85.272278,2025-04-20,09:16:00,Sunday,Clear,Main Road,Low,Car,Minor,1
486,42,Pundag,23.343891,85.272278,2024-11-29,16:12:00,Friday,Clear,Residential Road,Low,Car,Serious,1
527,42,Pundag,23.343891,85.272278,2022-08-16,08:10:00,Tuesday,Stormy,Highway,High,Car,Minor,0
547,42,Pundag,23.343891,85.272278,2022-05-17,19:21:00,Tuesday,Clear,Chowk/Intersection,High,Car,Minor,0
568,42,Pundag,23.343891,85.272278,2023-11-05,09:18:00,Sunday,Clear,Residential Road,High,Two-Wheeler,Minor,0
600,42,Pundag,23.343891,85.272278,2025-12-08,20:36:00,Monday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Minor,0
653,42,Pundag,23.343891,85.272278,2024-08-04,19:26:00,Sunday,Clear,Highway,Medium,Two-Wheeler,Serious,2
678,42,Pundag,23.343891,85.272278,2024-01-12,08:44:00,Friday,Foggy,Chowk/Intersection,High,Two-Wheeler,Minor,0
713,42,Pundag,23.343891,85.272278,2022-01-16,17:45:00,Sunday,Rainy,Chowk/Intersection,Medium,Car,Minor,0
725,42,Pundag,23.343891,85.272278,2022-04-14,06:24:00,Thursday,Rainy,Chowk/Intersection,High,Two-Wheeler,Minor,0
746,42,Pundag,23.343891,85.272278,2023-06-04,09:28:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1
964,42,Pundag,23.343891,85.272278,2024-09-19,09:20:00,Thursday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0
978,42,Pundag,23.343891,85.272278,2023-08-03,09:09:00,Thursday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
987,42,Pundag,23.343891,85.272278,2022-02-19,17:26:00,Saturday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1
995,42,Pundag,23.343891,85.272278,2024-04-01,10:16:00,Monday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Serious,1
999,42,Pundag,23.343891,85.272278,2022-08-12,19:54:00,Friday,Stormy,Chowk/Intersection,Medium,Two-Wheeler,Serious,2
1049,42,Pundag,23.343891,85.272278,2025-12-18,11:57:00,Thursday,Rainy,Chowk/Intersection,High,Car,Minor,0
1297,42,Pundag,23.343891,85.272278,2022-12-14,07:27:00,Wednesday,Foggy,Highway,Medium,Auto-Rickshaw,Serious,3
1313,42,Pundag,23.343891,85.272278,2021-02-10,19:16:00,Wednesday,Clear,Main Road,High,Two-Wheeler,Serious,2
1347,42,Pundag,23.343891,85.272278,2023-06-12,09:16:00,Monday,Clear,Main Road,High,Car,Serious,1
1370,42,Pundag,23.343891,85.272278,2025-02-25,19:39:00,Tuesday,Clear,Main Road,Low,Auto-Rickshaw,Serious,3
1496,42,Pundag,23.343891,85.272278,2024-03-18,18:09:00,Monday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,2
1502,42,Pundag,23.343891,85.272278,2025-10-22,17:11:00,Wednesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
1514,42,Pundag,23.343891,85.272278,2024-04-06,10:11:00,Saturday,Clear,Highway,High,Two-Wheeler,Minor,0
1590,42,Pundag,23.343891,85.272278,2021-04-11,20:15:00,Sunday,Clear,Highway,High,Bus,Serious,2
1601,42,Pundag,23.343891,85.272278,2024-09-27,08:39:00,Friday,Clear,Residential Road,Low,Car,Minor,0
1620,42,Pundag,23.343891,85.272278,2021-06-10,16:39:00,Thursday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Fatal,4
1659,42,Pundag,23.343891,85.272278,2024-09-14,17:29:00,Saturday,Stormy,Highway,High,Car,Minor,0
1691,42,Pundag,23.343891,85.272278,2025-12-15,07:23:00,Monday,Foggy,Main Road,Medium,Car,Fatal,1
1737,42,Pundag,23.343891,85.272278,2024-03-19,16:55:00,Tuesday,Clear,Highway,Medium,Car,Minor,0
1783,42,Pundag,23.343891,85.272278,2021-09-16,20:47:00,Thursday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
1845,42,Pundag,23.343891,85.272278,2025-07-06,19:20:00,Sunday,Rainy,Residential Road,Medium,Two-Wheeler,Serious,1
1872,42,Pundag,23.343891,85.272278,2023-12-26,16:36:00,Tuesday,Rainy,Highway,Medium,Two-Wheeler,Minor,1
1972,42,Pundag,23.343891,85.272278,2025-05-20,19:09:00,Tuesday,Clear,Highway,High,Auto-Rickshaw,Fatal,1
2006,42,Pundag,23.343891,85.272278,2021-10-02,19:07:00,Saturday,Stormy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
2013,42,Pundag,23.343891,85.272278,2021-01-10,19:10:00,Sunday,Foggy,Highway,High,Two-Wheeler,Serious,2
