accident_id,location_id,location_name,latitude,longitude,accident_date,accident_time,day_of_week,weather_condition,road_type,traffic_density,vehicle_type,accident_severity,num_casualties,hour,is_weekend,time_of_day,is_rush_hour,month,year,is_adverse_weather
851,39,Dhurwa,23.335,85.295,2025-10-10,17:08:00,Friday,Rainy,Residential Road,High,Two-Wheeler,Serious,1,17,False,Evening,True,10,2025,True
861,39,Dhurwa,23.335,85.295,2022-09-07,07:23:00,Wednesday,Clear,Chowk/Intersection,Medium,Car,Minor,1,7,False,Morning,False,9,2022,False
875,39,Dhurwa,23.335,85.295,2024-05-24,17:28:00,Friday,Rainy,Main Road,Medium,Auto-Rickshaw,Serious,2,17,False,Evening,True,5,2024,True
1023,39,Dhurwa,23.335,85.295,2024-04-07,19:14:00,Sunday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Minor,0,19,True,Evening,True,4,2024,False
1135,39,Dhurwa,23.335,85.295,2021-10-20,20:33:00,Wednesday,Clear,Highway,High,Two-Wheeler,Minor,1,20,False,Evening,True,10,2021,False
1288,39,Dhurwa,23.335,85.295,2023-01-06,15:34:00,Friday,Clear,Main Road,High,Two-Wheeler,Minor,0,15,False,Afternoon,False,1,2023,False
1359,39,Dhurwa,23.335,85.295,2025-09-16,10:11:00,Tuesday,Clear,Residential Road,High,Car,Minor,1,10,False,Morning,True,9,2025,False
1491,39,Dhurwa,23.335,85.295,2024-10-25,10:56:00,Friday,Rainy,Residential Road,Medium,Two-Wheeler,Minor,0,10,False,Morning,True,10,2024,True
1576,39,Dhurwa,23.335,85.295,2025-07-27,11:44:00,Sunday,Foggy,Main Road,Medium,Two-Wheeler,Minor,1,11,True,Morning,False,7,2025,True
1746,39,Dhurwa,23.335,85.295,2023-02-02,17:07:00,Thursday,Clear,Chowk/Intersection,Medium,Truck,Fatal,2,17,False,Evening,True,2,2023,False
1813,39,Dhurwa,23.335,85.295,2021-10-05,08:13:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,3,8,False,Morning,True,10,2021,False
1836,39,Dhurwa,23.335,85.295,2022-03-15,08:06:00,Tuesday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Minor,0,8,False,Morning,True,3,2022,True
1903,39,Dhurwa,23.335,85.295,2024-06-26,19:56:00,Wednesday,Foggy,Residential Road,Medium,Bus,Minor,0,19,False,Evening,True,6,2024,True
1949,39,Dhurwa,23.335,85.295,2023-11-02,17:37:00,Thursday,Foggy,Highway,Low,Car,Minor,1,17,False,Evening,True,11,2023,True
2042,39,Dhurwa,23.335,85.295,2023-05-22,19:54:00,Monday,Clear,Chowk/Intersection,High,Bus,Minor,0,19,False,Evening,True,5,2023,False
2048,39,Dhurwa,23.335,85.295,2025-07-15,08:20:00,Tuesday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0,8,False,Morning,True,7,2025,False
2387,39,Dhurwa,23.335,85.295,2023-03-27,18:37:00,Monday,Rainy,Highway,Medium,Two-Wheeler,Minor,0,18,False,Evening,True,3,2023,True
2754,39,Dhurwa,23.335,85.295,2024-03-11,09:57:00,Monday,Stormy,Main Road,Medium,Two-Wheeler,Minor,1,9,False,Morning,True,3,2024,True
3110,39,Dhurwa,23.335,85.295,2025-03-26,11:32:00,Wednesday,Rainy,Main Road,Medium,Car,Serious,1,11,False,Morning,False,3,2025,True
3149,39,Dhurwa,23.335,85.295,2025-04-04,09:03:00,Friday,Clear,Residential Road,Low,Bus,Serious,1,9,False,Morning,True,4,2025,False
3188,39,Dhurwa,23.335,85.295,2022-06-13,08:33:00,Monday,Stormy,Chowk/Intersection,High,Auto-Rickshaw,Serious,3,8,False,Morning,True,6,2022,True
3270,39,Dhurwa,23.335,85.295,2023-09-25,08:27:00,Monday,Clear,Highway,Low,Two-Wheeler,Serious,1,8,False,Morning,True,9,2023,False
3367,39,Dhurwa,23.335,85.295,2023-03-10,18:45:00,Friday,Rainy,Main Road,Low,Car,Minor,0,18,False,Evening,True,3,2023,True
3438,39,Dhurwa,23.335,85.295,2024-05-23,09:45:00,Thursday,Rainy,Chowk/Intersection,Low,Car,Minor,0,9,False,Morning,True,5,2024,True
3497,39,Dhurwa,23.335,85.295,2025-01-29,18:53:00,Wednesday,Stormy,Chowk/Intersection,High,Two-Wheeler,Minor,0,18,False,Evening,True,1,2025,True
3660,39,Dhurwa,23.335,85.295,2021-01-08,16:28:00,Friday,Rainy,Main Road,Low,Truck,Minor,0,16,False,Afternoon,False,1,2021,True
3853,39,Dhurwa,23.335,85.295,2023-10-21,07:38:00,Saturday,Clear,Highway,Medium,Two-Wheeler,Minor,0,7,True,Morning,False,10,2023,False
4027,39,Dhurwa,23.335,85.295,2024-10-03,20:40:00,Thursday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,20,False,Evening,True,10,2024,False
4131,39,Dhurwa,23.335,85.295,2023-10-25,20:21:00,Wednesday,Clear,Main Road,Low,Two-Wheeler,Minor,0,20,False,Evening,True,10,2023,False
4171,39,Dhurwa,23.335,85.295,2022-05-30,08:16:00,Monday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0,8,False,Morning,True,5,2022,False
4190,39,Dhurwa,23.335,85.295,2024-08-06,07:31:00,Tuesday,Clear,Main Road,Low,Two-Wheeler,Minor,0,7,False,Morning,False,8,2024,False
4521,39,Dhurwa,23.335,85.295,2025-08-26,08:41:00,Tuesday,Clear,Chowk/Intersection,Low,Truck,Minor,1,8,False,Morning,True,8,2025,False
4639,39,Dhurwa,23.335,85.295,2024-09-27,08:06:00,Friday,Rainy,Residential Road,Medium,Two-Wheeler,Minor,0,8,False,Morning,True,9,2024,True
4705,39,Dhurwa,23.335,85.295,2021-05-19,15:11:00,Wednesday,Clear,Highway,Low,Car,Minor,0,15,False,Afternoon,False,5,2021,False
4862,39,Dhurwa,23.335,85.295,2024-01-31,16:12:00,Wednesday,Clear,Chowk/Intersection,Low,Two-Wheeler,Serious,1,16,False,Afternoon,False,1,2024,False
4922,39,Dhurwa,23.335,85.295,2023-01-27,18:29:00,Friday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,18,False,Evening,True,1,2023,True
5094,39,Dhurwa,23.335,85.295,2022-11-22,19:56:00,Tuesday,Clear,Residential Road,Low,Two-Wheeler,Serious,1,19,False,Evening,True,11,2022,False
5395,39,Dhurwa,23.335,85.295,2022-09-19,08:53:00,Monday,Clear,Residential Road,Low,Car,Serious,2,8,False,Morning,True,9,2022,False
5551,39,Dhurwa,23.335,85.295,2022-03-08,07:22:00,Tuesday,Clear,Residential Road,Medium,Car,Serious,1,7,False,Morning,False,3,2022,False
5669,39,Dhurwa,23.335,85.295,2024-02-11,04:13:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1,4,True,Night,False,2,2024,False
5744,39,Dhurwa,23.335,85.295,2023-03-26,09:59:00,Sunday,Clear,Main Road,High,Auto-Rickshaw,Minor,1,9,True,Morning,True,3,2023,False
5816,39,Dhurwa,23.335,85.295,2021-07-23,21:59:00,Friday,Rainy,Residential Road,Medium,Two-Wheeler,Serious,1,21,False,Night,False,7,2021,True
5828,39,Dhurwa,23.335,85.295,2024-06-02,17:40:00,Sunday,Rainy,Main Road,High,Two-Wheeler,Minor,1,17,True,Evening,True,6,2024,True
5929,39,Dhurwa,23.335,85.295,2023-01-06,09:09:00,Friday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,9,False,Morning,True,1,2023,False
5997,39,Dhurwa,23.335,85.295,2021-12-04,16:14:00,Saturday,Clear,Residential Road,Medium,Car,Minor,1,16,True,Afternoon,False,12,2021,False
6013,39,Dhurwa,23.335,85.295,2021-08-16,17:15:00,Monday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,17,False,Evening,True,8,2021,False
6444,39,Dhurwa,23.335,85.295,2022-11-21,09:27:00,Monday,Clear,Main Road,Medium,Bus,Minor,1,9,False,Morning,True,11,2022,False
6482,39,Dhurwa,23.335,85.295,2025-03-15,06:31:00,Saturday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Minor,0,6,True,Morning,False,3,2025,False
6561,39,Dhurwa,23.335,85.295,2021-08-20,19:41:00,Friday,Clear,Main Road,High,Car,Minor,1,19,False,Evening,True,8,2021,False
6569,39,Dhurwa,23.335,85.295,2024-05-07,08:42:00,Tuesday,Clear,Chowk/Intersection,Medium,Car,Minor,0,8,False,Morning,True,5,2024,False
6574,39,Dhurwa,23.335,85.295,2023-01-05,18:28:00,Thursday,Clear,Chowk/Intersection,High,Car,Serious,1,18,False,Evening,True,1,2023,False
6720,39,Dhurwa,23.335,85.295,2024-08-16,11:57:00,Friday,Clear,Main Road,High,Bus,Minor,0,11,False,Morning,False,8,2024,False
6728,39,Dhurwa,23.335,85.295,2025-09-22,08:50:00,Monday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,1,8,False,Morning,True,9,2025,False
6733,39,Dhurwa,23.335,85.295,2022-07-21,19:10:00,Thursday,Clear,Highway,High,Truck,Minor,0,19,False,Evening,True,7,2022,False
6741,39,Dhurwa,23.335,85.295,2022-11-29,09:59:00,Tuesday,Clear,Highway,Medium,Two-Wheeler,Serious,2,9,False,Morning,True,11,2022,False
6858,39,Dhurwa,23.335,85.295,2021-10-31,20:28:00,Sunday,Clear,Main Road,High,Auto-Rickshaw,Serious,2,20,True,Evening,True,10,2021,False
6878,39,Dhurwa,23.335,85.295,2022-09-27,09:32:00,Tuesday,Foggy,Chowk/Intersection,High,Two-Wheeler,Serious,3,9,False,Morning,True,9,2022,True
7060,39,Dhurwa,23.335,85.295,2023-09-16,17:16:00,Saturday,Clear,Residential Road,High,Two-Wheeler,Minor,0,17,True,Evening,True,9,2023,False
7262,39,Dhurwa,23.335,85.295,2022-04-24,19:01:00,Sunday,Clear,Main Road,High,Auto-Rickshaw,Serious,1,19,True,Evening,True,4,2022,False
7465,39,Dhurwa,23.335,85.295,2024-09-27,17:56:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,17,False,Evening,True,9,2024,False
7484,39,Dhurwa,23.335,85.295,2021-02-14,17:44:00,Sunday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,17,True,Evening,True,2,2021,False
7686,39,Dhurwa,23.335,85.295,2022-11-01,19:34:00,Tuesday,Clear,Residential Road,Low,Auto-Rickshaw,Minor,0,19,False,Evening,True,11,2022,False
7859,39,Dhurwa,23.335,85.295,2025-09-03,17:09:00,Wednesday,Clear,Chowk/Intersection,Medium,Truck,Minor,1,17,False,Evening,True,9,2025,False
7970,39,Dhurwa,23.335,85.295,2021-05-15,09:33:00,Saturday,Clear,Chowk/Intersection,Low,Two-Wheeler,Serious,3,9,True,Morning,True,5,2021,False
7,40,Jagannathpur,23.34,85.308,2021-04-28,18:55:00,Wednesday,Clear,Chowk/Intersection,Medium,Car,Minor,0,18,False,Evening,True,4,2021,False
84,40,Jagannathpur,23.34,85.308,2021-11-15,20:16:00,Monday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1,20,False,Evening,True,11,2021,False
129,40,Jagannathpur,23.34,85.308,2024-01-16,20:21:00,Tuesday,Clear,Residential Road,Low,Auto-Rickshaw,Minor,0,20,False,Evening,True,1,2024,False
237,40,Jagannathpur,23.34,85.308,2024-05-16,04:24:00,Thursday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Fatal,1,4,False,Night,False,5,2024,False
261,40,Jagannathpur,23.34,85.308,2021-03-15,15:15:00,Monday,Clear,Chowk/Intersection,Low,Car,Minor,1,15,False,Afternoon,False,3,2021,False
262,40,Jagannathpur,23.34,85.308,2025-01-06,11:25:00,Monday,Rainy,Chowk/Intersection,High,Two-Wheeler,Serious,1,11,False,Morning,False,1,2025,True
300,40,Jagannathpur,23.34,85.308,2025-08-07,08:54:00,Thursday,Rainy,Main Road,High,Bus,Minor,0,8,False,Morning,True,8,2025,True
308,40,Jagannathpur,23.34,85.308,2021-11-07,11:46:00,Sunday,Clear,Main Road,High,Two-Wheeler,Minor,0,11,True,Morning,False,11,2021,False
311,40,Jagannathpur,23.34,85.308,2021-09-23,18:37:00,Thursday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0,18,False,Evening,True,9,2021,False
316,40,Jagannathpur,23.34,85.308,2021-03-02,19:20:00,Tuesday,Clear,Chowk/Intersection,Low,Car,Minor,0,19,False,Evening,True,3,2021,False
324,40,Jagannathpur,23.34,85.308,2021-02-16,08:18:00,Tuesday,Clear,Residential Road,High,Two-Wheeler,Serious,2,8,False,Morning,True,2,2021,False
391,40,Jagannathpur,23.34,85.308,2022-08-14,18:16:00,Sunday,Rainy,Residential Road,High,Car,Serious,2,18,True,Evening,True,8,2022,True
404,40,Jagannathpur,23.34,85.308,2024-04-10,06:22:00,Wednesday,Rainy,Main Road,Low,Two-Wheeler,Fatal,1,6,False,Morning,False,4,2024,True
445,40,Jagannathpur,23.34,85.308,2021-07-30,17:17:00,Friday,Clear,Chowk/Intersection,Low,Car,Minor,0,17,False,Evening,True,7,2021,False
451,40,Jagannathpur,23.34,85.308,2022-12-29,08:33:00,Thursday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,8,False,Morning,True,12,2022,False
585,40,Jagannathpur,23.34,85.308,2025-05-07,18:52:00,Wednesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1,18,False,Evening,True,5,2025,False
596,40,Jagannathpur,23.34,85.308,2025-02-22,09:21:00,Saturday,Clear,Chowk/Intersection,Medium,Car,Minor,0,9,True,Morning,True,2,2025,False
793,40,Jagannathpur,23.34,85.308,2021-05-18,17:45:00,Tuesday,Clear,Main Road,Low,Truck,Serious,1,17,False,Evening,True,5,2021,False
885,40,Jagannathpur,23.34,85.308,2025-10-30,19:30:00,Thursday,Stormy,Main Road,Medium,Two-Wheeler,Minor,0,19,False,Evening,True,10,2025,True
968,40,Jagannathpur,23.34,85.308,2021-06-18,10:47:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,10,False,Morning,True,6,2021,False
982,40,Jagannathpur,23.34,85.308,2022-01-28,07:03:00,Friday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,7,False,Morning,False,1,2022,True
1026,40,Jagannathpur,23.34,85.308,2023-05-11,09:21:00,Thursday,Clear,Chowk/Intersection,Low,Truck,Minor,0,9,False,Morning,True,5,2023,False
1255,40,Jagannathpur,23.34,85.308,2024-02-02,07:57:00,Friday,Rainy,Chowk/Intersection,High,Two-Wheeler,Minor,0,7,False,Morning,False,2,2024,True
1264,40,Jagannathpur,23.34,85.308,2023-03-25,16:46:00,Saturday,Clear,Residential Road,Low,Bus,Serious,1,16,True,Afternoon,False,3,2023,False
1322,40,Jagannathpur,23.34,85.308,2024-06-04,08:00:00,Tuesday,Rainy,Chowk/Intersection,Medium,Bus,Minor,1,8,False,Morning,True,6,2024,True
1467,40,Jagannathpur,23.34,85.308,2022-09-03,08:08:00,Saturday,Clear,Main Road,Low,Auto-Rickshaw,Minor,0,8,True,Morning,True,9,2022,False
1469,40,Jagannathpur,23.34,85.308,2023-03-25,08:36:00,Saturday,Rainy,Chowk/Intersection,Medium,Car,Fatal,1,8,True,Morning,True,3,2023,True
1537,40,Jagannathpur,23.34,85.308,2022-03-20,20:42:00,Sunday,Rainy,Chowk/Intersection,Medium,Car,Minor,0,20,True,Evening,True,3,2022,True
1546,40,Jagannathpur,23.34,85.308,2024-11-13,17:17:00,Wednesday,Rainy,Main Road,Medium,Auto-Rickshaw,Minor,0,17,False,Evening,True,11,2024,True
1591,40,Jagannathpur,23.34,85.308,2022-05-17,08:41:00,Tuesday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Fatal,1,8,False,Morning,True,5,2022,False
1666,40,Jagannathpur,23.34,85.308,2021-07-24,10:05:00,Saturday,Clear,Residential Road,Medium,Car,Minor,1,10,True,Morning,True,7,2021,False
1672,40,Jagannathpur,23.34,85.308,2022-03-28,20:11:00,Monday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,20,False,Evening,True,3,2022,False
1827,40,Jagannathpur,23.34,85.308,2022-01-17,17:25:00,Monday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,1,17,False,Evening,True,1,2022,False
1860,40,Jagannathpur,23.34,85.308,2024-02-16,19:36:00,Friday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0,19,False,Evening,True,2,2024,False
1883,40,Jagannathpur,23.34,85.308,2021-07-07,17:09:00,Wednesday,Rainy,Residential Road,Medium,Car,Minor,0,17,False,Evening,True,7,2021,True
1978,40,Jagannathpur,23.34,85.308,2025-07-10,10:01:00,Thursday,Rainy,Residential Road,High,Truck,Fatal,2,10,False,Morning,True,7,2025,True
2007,40,Jagannathpur,23.34,85.308,2023-07-31,09:23:00,Monday,Clear,Chowk/Intersection,Low,Two-Wheeler,Fatal,1,9,False,Morning,True,7,2023,False
2166,40,Jagannathpur,23.34,85.308,2025-11-08,09:05:00,Saturday,Foggy,Chowk/Intersection,Low,Two-Wheeler,Minor,1,9,True,Morning,True,11,2025,True
2171,40,Jagannathpur,23.34,85.308,2025-01-27,18:50:00,Monday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Minor,0,18,False,Evening,True,1,2025,False
2186,40,Jagannathpur,23.34,85.308,2022-10-16,07:35:00,Sunday,Clear,Residential Road,Medium,Two-Wheeler,Fatal,2,7,True,Morning,False,10,2022,False
2240,40,Jagannathpur,23.34,85.308,2025-10-03,05:24:00,Friday,Clear,Main Road,Low,Auto-Rickshaw,Minor,0,5,False,Morning,False,10,2025,False
2316,40,Jagannathpur,23.34,85.308,2022-12-12,19:16:00,Monday,Clear,Main Road,High,Two-Wheeler,Minor,0,19,False,Evening,True,12,2022,False
2509,40,Jagannathpur,23.34,85.308,2024-11-21,08:36:00,Thursday,Clear,Highway,Low,Bus,Minor,1,8,False,Morning,True,11,2024,False
2580,40,Jagannathpur,23.34,85.308,2025-11-07,20:19:00,Friday,Foggy,Highway,High,Auto-Rickshaw,Fatal,3,20,False,Evening,True,11,2025,True
2620,40,Jagannathpur,23.34,85.308,2022-05-15,18:46:00,Sunday,Clear,Main Road,Medium,Car,Minor,1,18,True,Evening,True,5,2022,False
2686,40,Jagannathpur,23.34,85.308,2024-11-08,16:45:00,Friday,Clear,Highway,Medium,Two-Wheeler,Serious,2,16,False,Afternoon,False,11,2024,False
2725,40,Jagannathpur,23.34,85.308,2021-10-05,16:58:00,Tuesday,Clear,Highway,High,Car,Minor,0,16,False,Afternoon,False,10,2021,False
2746,40,Jagannathpur,23.34,85.308,2025-10-25,10:00:00,Saturday,Rainy,Main Road,Medium,Two-Wheeler,Serious,1,10,True,Morning,True,10,2025,True
2769,40,Jagannathpur,23.34,85.308,2025-06-17,19:04:00,Tuesday,Rainy,Main Road,Medium,Bus,Serious,1,19,False,Evening,True,6,2025,True
2839,40,Jagannathpur,23.34,85.308,2025-09-08,19:49:00,Monday,Clear,Main Road,Medium,Car,Minor,0,19,False,Evening,True,9,2025,False
2857,40,Jagannathpur,23.34,85.308,2024-03-28,18:13:00,Thursday,Clear,Main Road,Low,Auto-Rickshaw,Minor,1,18,False,Evening,True,3,2024,False
2868,40,Jagannathpur,23.34,85.308,2024-10-27,18:27:00,Sunday,Clear,Main Road,Medium,Two-Wheeler,Serious,1,18,True,Evening,True,10,2024,False
2884,40,Jagannathpur,23.34,85.308,2025-10-16,07:14:00,Thursday,Clear,Main Road,High,Car,Minor,0,7,False,Morning,False,10,2025,False
2917,40,Jagannathpur,23.34,85.308,2025-07-16,16:44:00,Wednesday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,1,16,False,Afternoon,False,7,2025,False
2980,40,Jagannathpur,23.34,85.308,2022-07-30,16:54:00,Saturday,Clear,Chowk/Intersection,High,Two-Wheeler,Fatal,4,16,True,Afternoon,False,7,2022,False
2984,40,Jagannathpur,23.34,85.308,2021-08-09,10:36:00,Monday,Clear,Main Road,Medium,Two-Wheeler,Serious,1,10,False,Morning,True,8,2021,False
2995,40,Jagannathpur,23.34,85.308,2024-08-30,19:18:00,Friday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Fatal,1,19,False,Evening,True,8,2024,False
3015,40,Jagannathpur,23.34,85.308,2024-12-11,16:00:00,Wednesday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Serious,1,16,False,Afternoon,False,12,2024,True
3023,40,Jagannathpur,23.34,85.308,2024-05-02,08:08:00,Thursday,Clear,Main Road,High,Car,Serious,2,8,False,Morning,True,5,2024,False
3056,40,Jagannathpur,23.34,85.308,2023-10-28,08:53:00,Saturday,Clear,Highway,Medium,Truck,Minor,0,8,True,Morning,True,10,2023,False
3078,40,Jagannathpur,23.34,85.308,2025-01-06,06:20:00,Monday,Foggy,Chowk/Intersection,Low,Two-Wheeler,Minor,0,6,False,Morning,False,1,2025,True
3081,40,Jagannathpur,23.34,85.308,2024-11-05,07:27:00,Tuesday,Foggy,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0,7,False,Morning,False,11,2024,True
3084,40,Jagannathpur,23.34,85.308,2024-01-07,20:02:00,Sunday,Stormy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,20,True,Evening,True,1,2024,True
3136,40,Jagannathpur,23.34,85.308,2023-07-11,10:39:00,Tuesday,Clear,Main Road,High,Two-Wheeler,Serious,1,10,False,Morning,True,7,2023,False
3141,40,Jagannathpur,23.34,85.308,2025-09-10,06:01:00,Wednesday,Clear,Residential Road,Medium,Two-Wheeler,Fatal,3,6,False,Morning,False,9,2025,False
3170,40,Jagannathpur,23.34,85.308,2021-04-09,19:50:00,Friday,Rainy,Residential Road,High,Auto-Rickshaw,Minor,1,19,False,Evening,True,4,2021,True
3192,40,Jagannathpur,23.34,85.308,2024-10-14,20:44:00,Monday,Clear,Chowk/Intersection,Medium,Bus,Minor,0,20,False,Evening,True,10,2024,False
3241,40,Jagannathpur,23.34,85.308,2021-03-21,16:06:00,Sunday,Rainy,Residential Road,High,Two-Wheeler,Serious,3,16,True,Afternoon,False,3,2021,True
3245,40,Jagannathpur,23.34,85.308,2022-07-30,08:06:00,Saturday,Rainy,Highway,High,Car,Minor,1,8,True,Morning,True,7,2022,True
3294,40,Jagannathpur,23.34,85.308,2024-01-27,20:03:00,Saturday,Clear,Main Road,High,Car,Minor,0,20,True,Evening,True,1,2024,False
3349,40,Jagannathpur,23.34,85.308,2023-11-17,10:28:00,Friday,Stormy,Highway,Low,Two-Wheeler,Fatal,1,10,False,Morning,True,11,2023,True
3352,40,Jagannathpur,23.34,85.308,2024-09-20,19:44:00,Friday,Clear,Main Road,High,Car,Serious,1,19,False,Evening,True,9,2024,False
3582,40,Jagannathpur,23.34,85.308,2024-09-14,09:30:00,Saturday,Clear,Chowk/Intersection,Medium,Truck,Minor,0,9,True,Morning,True,9,2024,False
3733,40,Jagannathpur,23.34,85.308,2023-11-19,09:00:00,Sunday,Foggy,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,1,9,True,Morning,True,11,2023,True
3835,40,Jagannathpur,23.34,85.308,2025-07-04,10:44:00,Friday,Clear,Residential Road,High,Two-Wheeler,Minor,0,10,False,Morning,True,7,2025,False
3865,40,Jagannathpur,23.34,85.308,2021-10-02,19:32:00,Saturday,Stormy,Chowk/Intersection,Low,Two-Wheeler,Serious,1,19,True,Evening,True,10,2021,True
4006,40,Jagannathpur,23.34,85.308,2024-09-08,18:38:00,Sunday,Rainy,Highway,High,Car,Serious,2,18,True,Evening,True,9,2024,True
4163,40,Jagannathpur,23.34,85.308,2021-07-21,08:16:00,Wednesday,Clear,Highway,Low,Two-Wheeler,Fatal,2,8,False,Morning,True,7,2021,False
4189,40,Jagannathpur,23.34,85.308,2022-06-28,09:30:00,Tuesday,Clear,Residential Road,High,Two-Wheeler,Minor,1,9,False,Morning,True,6,2022,False
4274,40,Jagannathpur,23.34,85.308,2025-12-12,19:21:00,Friday,Foggy,Chowk/Intersection,Low,Two-Wheeler,Minor,0,19,False,Evening,True,12,2025,True
4309,40,Jagannathpur,23.34,85.308,2024-03-12,07:15:00,Tuesday,Rainy,Chowk/Intersection,High,Bus,Minor,0,7,False,Morning,False,3,2024,True
4318,40,Jagannathpur,23.34,85.308,2025-05-05,09:57:00,Monday,Foggy,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,1,9,False,Morning,True,5,2025,True
4442,40,Jagannathpur,23.34,85.308,2021-12-05,18:33:00,Sunday,Clear,Main Road,High,Two-Wheeler,Serious,1,18,True,Evening,True,12,2021,False
4480,40,Jagannathpur,23.34,85.308,2025-04-18,07:56:00,Friday,Clear,Chowk/Intersection,Low,Bus,Fatal,1,7,False,Morning,False,4,2025,False
4537,40,Jagannathpur,23.34,85.308,2024-06-09,07:13:00,Sunday,Rainy,Residential Road,Medium,Car,Fatal,3,7,True,Morning,False,6,2024,True
4568,40,Jagannathpur,23.34,85.308,2024-09-28,20:15:00,Saturday,Clear,Residential Road,Low,Two-Wheeler,Serious,3,20,True,Evening,True,9,2024,False
4765,40,Jagannathpur,23.34,85.308,2025-08-25,18:23:00,Monday,Clear,Main Road,Medium,Car,Minor,1,18,False,Evening,True,8,2025,False
4766,40,Jagannathpur,23.34,85.308,2023-10-25,09:55:00,Wednesday,Foggy,Main Road,Medium,Two-Wheeler,Serious,2,9,False,Morning,True,10,2023,True
4772,40,Jagannathpur,23.34,85.308,2021-05-13,08:34:00,Thursday,Rainy,Residential Road,Medium,Two-Wheeler,Serious,2,8,False,Morning,True,5,2021,True
4805,40,Jagannathpur,23.34,85.308,2023-09-21,16:08:00,Thursday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,16,False,Afternoon,False,9,2023,False
4808,40,Jagannathpur,23.34,85.308,2022-06-20,19:57:00,Monday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,19,False,Evening,True,6,2022,True
4813,40,Jagannathpur,23.34,85.308,2023-04-04,17:32:00,Tuesday,Clear,Main Road,Medium,Bus,Minor,1,17,False,Evening,True,4,2023,False
4939,40,Jagannathpur,23.34,85.308,2022-05-20,18:12:00,Friday,Clear,Main Road,High,Bus,Serious,1,18,False,Evening,True,5,2022,False
5043,40,Jagannathpur,23.34,85.308,2023-09-23,10:42:00,Saturday,Clear,Main Road,Medium,Two-Wheeler,Minor,0,10,True,Morning,True,9,2023,False
5057,40,Jagannathpur,23.34,85.308,2021-12-17,19:20:00,Friday,Stormy,Residential Road,Medium,Two-Wheeler,Minor,0,19,False,Evening,True,12,2021,True
5115,40,Jagannathpur,23.34,85.308,2022-06-02,09:05:00,Thursday,Clear,Highway,Medium,Auto-Rickshaw,Fatal,1,9,False,Morning,True,6,2022,False
5175,40,Jagannathpur,23.34,85.308,2021-01-09,18:02:00,Saturday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,18,True,Evening,True,1,2021,False
5226,40,Jagannathpur,23.34,85.308,2025-06-29,21:47:00,Sunday,Stormy,Residential Road,Medium,Two-Wheeler,Minor,0,21,True,Night,False,6,2025,True
5316,40,Jagannathpur,23.34,85.308,2022-11-13,08:11:00,Sunday,Clear,Main Road,High,Two-Wheeler,Minor,0,8,True,Morning,True,11,2022,False
5444,40,Jagannathpur,23.34,85.308,2024-07-22,17:48:00,Monday,Rainy,Residential Road,High,Truck,Minor,0,17,False,Evening,True,7,2024,True
5447,40,Jagannathpur,23.34,85.308,2025-05-09,10:28:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,1,10,False,Morning,True,5,2025,False
5484,40,Jagannathpur,23.34,85.308,2024-05-30,19:27:00,Thursday,Clear,Main Road,Low,Auto-Rickshaw,Minor,1,19,False,Evening,True,5,2024,False
